Region,State,Area,CRSI,Governance,Risk,Built Environment,Society,Natural Environment
,Ohio,Shelby,3.975,0.659,0.161,0.377,0.564,0.35
,Ohio,Stark,1.467,0.612,0.497,0.548,0.545,0.268
,Ohio,Summit,1.045,0.647,0.633,0.514,0.543,0.238
,Ohio,Trumbull,2.578,0.662,0.31,0.491,0.468,0.398
,Ohio,Tuscarawas,2.931,0.665,0.26,0.49,0.558,0.301
,Ohio,Union,3.947,0.672,0.198,0.429,0.527,0.402
,Ohio,Van Wert,2.346,0.711,0.27,0.336,0.531,0.388
,Ohio,Vinton,2.068,0.61,0.162,0.333,0.363,0.385
,Ohio,Warren,1.007,0.644,0.644,0.408,0.529,0.357
,Ohio,Washington,3.024,0.619,0.208,0.469,0.484,0.332
,Ohio,Wayne,4.164,0.657,0.26,0.55,0.635,0.382
,Ohio,Williams,6.116,0.684,0.138,0.468,0.535,0.379
,Ohio,Wood,2.952,0.687,0.354,0.594,0.529,0.367
,Ohio,Wyandot,6.245,0.723,0.133,0.391,0.555,0.413
,Wisconsin,Wisconsin,7.14,0.746,0.22,0.457,0.623,0.441
,Wisconsin,Adams,4.533,0.672,0.161,0.423,0.506,0.394
,Wisconsin,Ashland,11.999,0.802,0.107,0.364,0.737,0.484
,Wisconsin,Barron,7.481,0.796,0.173,0.429,0.704,0.449
,Wisconsin,Bayfield,8.767,0.762,0.113,0.309,0.64,0.497
,Wisconsin,Brown,2.072,0.735,0.587,0.599,0.608,0.351
,Wisconsin,Buffalo,8.072,0.863,0.119,0.365,0.599,0.393
,Wisconsin,Burnett,2.454,0.727,0.325,0.253,0.582,0.52
,Wisconsin,Calumet,2.894,0.691,0.35,0.443,0.623,0.431
,Wisconsin,Chippewa,5.956,0.697,0.21,0.576,0.624,0.42
,Wisconsin,Clark,10.816,0.59,0.102,0.491,0.668,0.508
,Wisconsin,Columbia,4.53,0.758,0.309,0.578,0.653,0.417
,Wisconsin,Crawford,7.014,0.8,0.138,0.376,0.641,0.384
,Wisconsin,Dane,2.727,0.673,0.572,0.803,0.623,0.388
,Wisconsin,Dodge,6.097,0.72,0.236,0.603,0.624,0.475
,Wisconsin,Door,11.358,0.681,0.107,0.507,0.732,0.407
,Wisconsin,Douglas,5.774,0.785,0.183,0.409,0.57,0.461
,Wisconsin,Dunn,10.202,0.81,0.123,0.519,0.63,0.377
,Wisconsin,Eau Claire,3.966,0.754,0.264,0.47,0.59,0.396
,Wisconsin,Florence,16.089,0.954,0.081,0.347,0.472,0.617
,Wisconsin,Fond du Lac,5.726,0.737,0.237,0.538,0.647,0.463
,Wisconsin,Forest,13.33,0.779,0.098,0.359,0.613,0.616
,Wisconsin,Grant,10.607,0.77,0.151,0.663,0.679,0.397
,Wisconsin,Green,4.055,0.765,0.248,0.424,0.667,0.354
,Wisconsin,Green Lake,7.829,0.789,0.134,0.345,0.689,0.43
,Wisconsin,Iowa,10.844,0.828,0.115,0.475,0.699,0.353
,Wisconsin,Iron,11.109,0.784,0.094,0.321,0.661,0.48
,Wisconsin,Jackson,11.614,0.767,0.094,0.408,0.599,0.47
,Wisconsin,Jefferson,4.327,0.73,0.297,0.525,0.636,0.452
,Wisconsin,Juneau,6.166,0.654,0.158,0.464,0.57,0.46
,Wisconsin,Kenosha,1.409,0.627,0.472,0.421,0.477,0.407
,Wisconsin,Kewaunee,7.562,0.7,0.14,0.373,0.698,0.465
,Wisconsin,La Crosse,2.458,0.656,0.377,0.455,0.6,0.416
,Wisconsin,Lafayette,9.55,0.782,0.117,0.425,0.713,0.366
,Wisconsin,Langlade,9.33,0.735,0.116,0.33,0.655,0.533
,Wisconsin,Lincoln,5.77,0.748,0.209,0.4,0.672,0.497
,Wisconsin,Manitowoc,3.555,0.746,0.324,0.487,0.628,0.413
,Wisconsin,Marathon,5.49,0.621,0.243,0.703,0.615,0.432
,Wisconsin,Marinette,9.129,0.672,0.124,0.583,0.56,0.422
,Wisconsin,Marquette,9.45,0.787,0.115,0.422,0.655,0.393
,Wisconsin,Menominee,2.719,0.7,0.269,0.331,0.193,0.725
,Wisconsin,Milwaukee,2.41,0.666,0.363,0.564,0.467,0.363
,Wisconsin,Monroe,7.83,0.77,0.156,0.511,0.616,0.411
,Wisconsin,Oconto,9.305,0.832,0.137,0.491,0.634,0.398
,Wisconsin,Oneida,14.162,0.703,0.096,0.498,0.691,0.509
,Wisconsin,Outagamie,2.625,0.717,0.558,0.603,0.69,0.438
,Wisconsin,Ozaukee,3.323,0.664,0.266,0.347,0.646,0.463
,Wisconsin,Pepin,5.268,0.981,0.171,0.295,0.592,0.395
,Wisconsin,Pierce,4.407,0.759,0.248,0.423,0.678,0.399
,Wisconsin,Polk,11.957,0.799,0.114,0.416,0.729,0.473
,Wisconsin,Portage,6.917,0.783,0.164,0.499,0.618,0.367
,Wisconsin,Price,13.61,0.714,0.092,0.409,0.735,0.499
,Wisconsin,Racine,1.644,0.666,0.443,0.374,0.543,0.419
,Wisconsin,Richland,9.231,0.701,0.086,0.382,0.61,0.375
,Wisconsin,Rock,3.392,0.699,0.32,0.566,0.516,0.419
,Wisconsin,Rusk,4.822,0.747,0.185,0.34,0.568,0.477
,Wisconsin,Sauk,7.189,0.726,0.174,0.566,0.659,0.375
,Wisconsin,Sawyer,14.673,0.825,0.08,0.308,0.586,0.593
,Wisconsin,Shawano,13.389,0.747,0.091,0.503,0.639,0.418
,Wisconsin,Sheboygan,4.71,0.711,0.227,0.46,0.616,0.434
,Wisconsin,St. Croix,4.311,0.761,0.312,0.52,0.673,0.431
,Wisconsin,Taylor,11.802,0.834,0.098,0.385,0.628,0.46
,Wisconsin,Trempealeau,10.594,0.84,0.113,0.476,0.594,0.401
,Wisconsin,Vernon,8.075,0.762,0.119,0.408,0.643,0.371
,Wisconsin,Vilas,13.874,0.81,0.113,0.436,0.611,0.64
,Wisconsin,Walworth,2.856,0.683,0.37,0.51,0.519,0.474
,Wisconsin,Washburn,13.514,0.829,0.086,0.324,0.663,0.5
,Wisconsin,Washington,2.18,0.674,0.494,0.463,0.706,0.398
,Wisconsin,Waukesha,1.899,0.701,0.609,0.522,0.671,0.381
,Wisconsin,Waupaca,8.698,0.79,0.152,0.509,0.726,0.365
,Wisconsin,Waushara,4.208,0.793,0.247,0.454,0.606,0.37
,Wisconsin,Winnebago,1.73,0.669,0.535,0.46,0.578,0.416
,Wisconsin,Wood,4.618,0.698,0.258,0.54,0.631,0.417
,,Region 6,3.06,0.584,0.239,0.394,0.474,0.422
,Arkansas,Arkansas,2.668,0.533,0.235,0.393,0.451,0.445
,Arkansas,Arkansas,3.82,0.577,0.216,0.395,0.566,0.513
,Arkansas,Ashley,4.147,0.533,0.139,0.346,0.527,0.456
,Arkansas,Baxter,3.38,0.489,0.18,0.433,0.455,0.486
,Arkansas,Benton,1.568,0.524,0.596,0.71,0.466,0.396
,Arkansas,Boone,3.461,0.512,0.171,0.383,0.585,0.401
,Arkansas,Bradley,2.627,0.409,0.123,0.309,0.416,0.468
,Arkansas,Calhoun,3.076,0.609,0.15,0.31,0.379,0.483
,Arkansas,Carroll,4.47,0.498,0.114,0.482,0.484,0.319
,Arkansas,Chicot,1.746,0.56,0.165,0.267,0.387,0.424
,Arkansas,Clark,4.836,0.495,0.134,0.407,0.546,0.469
,Arkansas,Clay,2.893,0.594,0.164,0.366,0.424,0.402
,Arkansas,Cleburne,1.799,0.6,0.352,0.421,0.49,0.395
,Arkansas,Cleveland,2.031,0.528,0.119,0.301,0.329,0.412
,Arkansas,Columbia,2.736,0.559,0.229,0.384,0.494,0.457
,Arkansas,Conway,2.38,0.648,0.259,0.357,0.516,0.401
,Arkansas,Craighead,2.665,0.532,0.281,0.542,0.487,0.41
,Arkansas,Crawford,4.86,0.557,0.177,0.519,0.474,0.499
,Arkansas,Crittenden,1.538,0.676,0.469,0.427,0.419,0.449
,Arkansas,Cross,4.306,0.673,0.182,0.375,0.558,0.435
,Arkansas,Dallas,1.906,0.429,0.14,0.257,0.487,0.398
,Arkansas,Desha,1.788,0.605,0.232,0.307,0.379,0.457
,Arkansas,Drew,3.64,0.567,0.114,0.351,0.385,0.424
,Arkansas,Faulkner,1.464,0.628,0.505,0.461,0.494,0.398
,Arkansas,Franklin,2.781,0.494,0.214,0.392,0.411,0.551
,Arkansas,Fulton,1.716,0.429,0.185,0.36,0.438,0.374
,Arkansas,Garland,1.428,0.46,0.345,0.426,0.441,0.435
,Arkansas,Grant,4.859,0.621,0.123,0.394,0.422,0.44
,Arkansas,Greene,1.799,0.589,0.274,0.416,0.429,0.36
,Arkansas,Hempstead,1.664,0.451,0.308,0.468,0.397,0.451
,Arkansas,Hot Spring,3.079,0.471,0.143,0.356,0.487,0.419
,Arkansas,Howard,1.219,0.468,0.299,0.362,0.389,0.427
,Arkansas,Independence,2.508,0.499,0.199,0.461,0.46,0.354
,Arkansas,Izard,1.407,0.445,0.266,0.379,0.485,0.356
,Arkansas,Jackson,2.143,0.567,0.278,0.398,0.458,0.444
,Arkansas,Jefferson,4.122,0.539,0.161,0.447,0.442,0.475
,Arkansas,Johnson,3.113,0.573,0.233,0.387,0.373,0.611
,Arkansas,Lafayette,1.482,0.666,0.251,0.238,0.406,0.458
,Arkansas,Lawrence,2.25,0.52,0.185,0.368,0.413,0.41
,Arkansas,Lee,1.702,0.536,0.142,0.215,0.378,0.461
,Arkansas,Lincoln,2.312,0.473,0.127,0.286,0.369,0.46
,Arkansas,Little River,1.97,0.52,0.26,0.364,0.406,0.495
,Arkansas,Logan,4.224,0.556,0.171,0.402,0.534,0.481
,Arkansas,Lonoke,2.929,0.603,0.319,0.536,0.511,0.455
,Arkansas,Madison,2.536,0.457,0.128,0.359,0.392,0.399
,Arkansas,Marion,1.686,0.43,0.225,0.38,0.442,0.408
,Arkansas,Miller,1.076,0.451,0.389,0.324,0.467,0.466
,Arkansas,Mississippi,4.03,0.596,0.172,0.492,0.45,0.394
,Arkansas,Monroe,3.072,0.651,0.23,0.324,0.511,0.497
,Arkansas,Montgomery,3.243,0.452,0.145,0.324,0.412,0.555
,Arkansas,Nevada,1.641,0.472,0.208,0.299,0.461,0.416
,Arkansas,Newton,1.714,0.508,0.258,0.355,0.329,0.521
,Arkansas,Ouachita,2.953,0.484,0.141,0.315,0.465,0.45
,Arkansas,Perry,4.582,0.69,0.175,0.352,0.503,0.504
,Arkansas,Phillips,2.083,0.543,0.131,0.279,0.307,0.471
,Arkansas,Pike,4.136,0.564,0.144,0.367,0.471,0.469
,Arkansas,Poinsett,4.563,0.623,0.126,0.404,0.419,0.416
,Arkansas,Polk,1.36,0.333,0.323,0.372,0.54,0.516
,Arkansas,Pope,4.192,0.545,0.177,0.45,0.47,0.504
,Arkansas,Prairie,3.033,0.658,0.244,0.365,0.514,0.464
,Arkansas,Pulaski,1.185,0.546,0.88,0.726,0.536,0.374
,Arkansas,Randolph,3.596,0.551,0.144,0.375,0.5,0.39
,Arkansas,Saline,2.045,0.581,0.419,0.485,0.521,0.471
,Arkansas,Scott,5.446,0.601,0.151,0.349,0.511,0.584
,Arkansas,Searcy,1.008,0.487,0.249,0.338,0.356,0.373
,Arkansas,Sebastian,1.942,0.564,0.353,0.457,0.452,0.451
,Arkansas,Sevier,0.562,0.203,0.263,0.341,0.326,0.48
,Arkansas,Sharp,2.093,0.433,0.206,0.38,0.554,0.364
,Arkansas,St. Francis,5.139,0.624,0.135,0.378,0.479,0.473
,Arkansas,Stone,0.986,0.288,0.247,0.356,0.441,0.419
,Arkansas,Union,2.235,0.558,0.338,0.452,0.522,0.458
,Arkansas,Van Buren,1.616,0.583,0.331,0.4,0.458,0.387
,Arkansas,Washington,2.49,0.513,0.322,0.668,0.458,0.359
,Arkansas,White,2.804,0.615,0.292,0.515,0.463,0.427
,Arkansas,Woodruff,1.573,0.623,0.219,0.31,0.263,0.492
,Arkansas,Yell,3.653,0.503,0.179,0.414,0.423,0.556
,Louisiana,Louisiana,2.501,0.57,0.338,0.43,0.479,0.457
,Louisiana,Acadia,2.915,0.535,0.271,0.493,0.48,0.496
,Louisiana,Allen,2.317,0.549,0.295,0.372,0.47,0.54
,Louisiana,Ascension,0.889,0.584,0.907,0.461,0.558,0.429
,Louisiana,Assumption,1.627,0.649,0.354,0.331,0.439,0.465
,Louisiana,Avoyelles,2.668,0.617,0.316,0.445,0.472,0.508
,Louisiana,Beauregard,2.922,0.614,0.261,0.442,0.448,0.482
,Louisiana,Bienville,1.799,0.553,0.259,0.356,0.408,0.445
,Louisiana,Bossier,1.484,0.568,0.477,0.446,0.474,0.459
,Louisiana,Caddo,1.763,0.55,0.611,0.686,0.532,0.442
,Louisiana,Calcasieu,2.502,0.51,0.467,0.77,0.557,0.465
,Louisiana,Caldwell,3.485,0.532,0.129,0.35,0.395,0.464
,Louisiana,Cameron,1.388,0.583,0.503,0.386,0.516,0.47
,Louisiana,Catahoula,1.972,0.53,0.149,0.267,0.318,0.496
,Louisiana,Claiborne,1.022,0.514,0.228,0.23,0.408,0.422
,Louisiana,Concordia,3.01,0.518,0.16,0.342,0.374,0.523
,Louisiana,De Soto,4.545,0.638,0.183,0.468,0.475,0.459
,Louisiana,East Baton Rouge,1.325,0.553,0.666,0.589,0.588,0.354
,Louisiana,East Carroll,0.897,0.543,0.293,0.21,0.377,0.482
,Louisiana,East Feliciana,1.27,0.566,0.265,0.364,0.363,0.371
,Louisiana,Evangeline,2.07,0.554,0.257,0.359,0.421,0.48
,Louisiana,Franklin,4.685,0.553,0.125,0.348,0.504,0.462
,Louisiana,Grant,6.24,0.56,0.132,0.452,0.426,0.579
,Louisiana,Iberia,1.417,0.506,0.36,0.399,0.454,0.429
,Louisiana,Iberville,1.6,0.605,0.524,0.427,0.584,0.448
,Louisiana,Jackson,1.888,0.515,0.244,0.318,0.521,0.416
,Louisiana,Jefferson,1.347,0.632,0.626,0.483,0.578,0.371
,Louisiana,Jefferson Davis,1.949,0.508,0.314,0.403,0.477,0.485
,Louisiana,La Salle,5.079,0.681,0.156,0.392,0.487,0.472
,Louisiana,Lafayette,1.564,0.564,0.655,0.596,0.588,0.437
,Louisiana,Lafourche,1.601,0.538,0.442,0.521,0.484,0.397
,Louisiana,Lincoln,2.068,0.536,0.255,0.432,0.4,0.426
,Louisiana,Livingston,1.392,0.553,0.515,0.495,0.476,0.423
,Louisiana,Madison,2.752,0.568,0.224,0.265,0.494,0.573
,Louisiana,Morehouse,5.154,0.618,0.146,0.364,0.481,0.528
,Louisiana,Natchitoches,5.113,0.605,0.171,0.485,0.418,0.543
,Louisiana,Orleans,0.694,0.626,0.692,0.388,0.398,0.386
,Louisiana,Ouachita,2.257,0.57,0.406,0.551,0.535,0.443
,Louisiana,Plaquemines,2.28,0.603,0.338,0.532,0.486,0.368
,Louisiana,Pointe Coupee,2.348,0.609,0.352,0.434,0.537,0.465
,Louisiana,Rapides,4.264,0.592,0.313,0.717,0.559,0.507
,Louisiana,Red River,2.446,0.517,0.202,0.353,0.448,0.462
,Louisiana,Richland,4.671,0.52,0.129,0.315,0.574,0.483
,Louisiana,Sabine,5.044,0.621,0.119,0.42,0.43,0.408
,Louisiana,St. Bernard,2.222,0.693,0.321,0.45,0.519,0.33
,Louisiana,St. Charles,1.642,0.629,0.554,0.437,0.589,0.457
,Louisiana,St. Helena,1.305,0.384,0.206,0.29,0.443,0.43
,Louisiana,St. James,1.549,0.617,0.473,0.362,0.55,0.464
,Louisiana,St. John the Baptist,1.591,0.621,0.484,0.392,0.595,0.416
,Louisiana,St. Landry,3.488,0.553,0.261,0.547,0.51,0.481
,Louisiana,St. Martin,1.814,0.511,0.345,0.416,0.529,0.437
,Louisiana,St. Mary,2.304,0.534,0.351,0.501,0.541,0.453
,Louisiana,St. Tammany,0.968,0.41,0.698,0.597,0.518,0.423
,Louisiana,Tangipahoa,2.005,0.569,0.404,0.573,0.438,0.422
,Louisiana,Tensas,1.712,0.564,0.269,0.344,0.3,0.532
,Louisiana,Terrebonne,1.8,0.535,0.335,0.475,0.491,0.364
,Louisiana,Union,3.218,0.551,0.207,0.377,0.475,0.517
,Louisiana,Vermilion,2.519,0.653,0.35,0.5,0.443,0.467
,Louisiana,Vernon,4.454,0.655,0.215,0.498,0.412,0.538
,Louisiana,Washington,0.882,0.302,0.254,0.348,0.371,0.441
,Louisiana,Webster,3.84,0.69,0.234,0.449,0.497,0.46
,Louisiana,West Baton Rouge,1.721,0.584,0.596,0.451,0.691,0.487
,Louisiana,West Carroll,5.039,0.701,0.113,0.328,0.367,0.495
,Louisiana,West Feliciana,2.169,0.712,0.314,0.37,0.49,0.409
,Louisiana,Winn,4.071,0.561,0.145,0.364,0.464,0.475
,New Mexico,New Mexico,6.49,0.621,0.166,0.472,0.505,0.498
,New Mexico,Bernalillo,1.949,0.609,0.581,0.611,0.557,0.461
,New Mexico,Catron,4.783,0.586,0.179,0.394,0.504,0.576
,New Mexico,Chaves,3.253,0.568,0.283,0.554,0.511,0.465
,New Mexico,Cibola,7.995,0.593,0.1,0.429,0.454,0.534
,New Mexico,Colfax,6.315,0.669,0.155,0.463,0.553,0.465
,New Mexico,Curry,3.256,0.593,0.19,0.482,0.528,0.293
,New Mexico,De Baca,5.443,0.814,0.132,0.258,0.583,0.427
,New Mexico,Do?a Ana,8.704,0.609,0.175,0.736,0.497,0.635
,New Mexico,Eddy,5.114,0.526,0.204,0.54,0.49,0.645
,New Mexico,Grant,10.633,0.604,0.114,0.53,0.646,0.535
,New Mexico,Guadalupe,5.862,0.702,0.104,0.33,0.585,0.341
,New Mexico,Harding,0.429,0.752,0.087,0.206,0.299,0.372
,New Mexico,Hidalgo,4.926,0.573,0.099,0.298,0.336,0.567
,New Mexico,Lea,5.582,0.611,0.18,0.57,0.469,0.49
,New Mexico,Lincoln,4.285,0.543,0.248,0.576,0.603,0.502
,New Mexico,Los Alamos,1.152,0.344,0.365,0.256,0.596,0.557
,New Mexico,Luna,11.857,0.627,0.077,0.472,0.349,0.617
,New Mexico,McKinley,12.664,0.625,0.095,0.624,0.469,0.541
,New Mexico,Mora,2.648,0.695,0.118,0.329,0.411,0.31
,New Mexico,Otero,10.251,0.542,0.11,0.601,0.438,0.659
,New Mexico,Quay,7.873,0.724,0.116,0.412,0.608,0.392
,New Mexico,Rio Arriba,10.097,0.629,0.134,0.619,0.553,0.574
,New Mexico,Roosevelt,1.837,0.569,0.221,0.372,0.487,0.311
,New Mexico,San Juan,12.005,0.615,0.122,0.693,0.519,0.62
,New Mexico,San Miguel,5.675,0.648,0.13,0.467,0.435,0.423
,New Mexico,Sandoval,10.102,0.724,0.147,0.642,0.51,0.544
,New Mexico,Santa Fe,7.908,0.64,0.157,0.592,0.629,0.458
,New Mexico,Sierra,11.673,0.567,0.087,0.36,0.484,0.762
,New Mexico,Socorro,3.522,0.619,0.249,0.446,0.398,0.589
,New Mexico,Taos,8.605,0.555,0.106,0.545,0.562,0.443
,New Mexico,Torrance,7.751,0.675,0.102,0.43,0.516,0.411
,New Mexico,Union,3.766,0.711,0.145,0.234,0.592,0.398
,New Mexico,Valencia,6.263,0.634,0.164,0.507,0.49,0.534
,Oklahoma,Oklahoma,3.179,0.649,0.244,0.384,0.53,0.401
,Oklahoma,Adair,1.875,0.591,0.152,0.328,0.322,0.396
,Oklahoma,Alfalfa,1.816,0.676,0.257,0.188,0.736,0.303
,Oklahoma,Atoka,1.979,0.621,0.252,0.377,0.416,0.4
,Oklahoma,Beaver,2.239,0.652,0.347,0.353,0.597,0.438
,Oklahoma,Beckham,4.391,0.613,0.18,0.437,0.674,0.326
,Oklahoma,Blaine,1.94,0.677,0.361,0.277,0.659,0.407
,Oklahoma,Bryan,4.14,0.583,0.192,0.464,0.495,0.469
,Oklahoma,Caddo,3.878,0.753,0.268,0.489,0.519,0.428
,Oklahoma,Canadian,1.841,0.623,0.497,0.511,0.577,0.395
,Oklahoma,Carter,3.017,0.649,0.25,0.423,0.559,0.38
,Oklahoma,Cherokee,3.339,0.577,0.189,0.423,0.39,0.489
,Oklahoma,Choctaw,5.92,0.645,0.135,0.417,0.439,0.516
,Oklahoma,Cimarron,2.64,0.71,0.269,0.273,0.595,0.45
,Oklahoma,Cleveland,0.77,0.715,0.889,0.388,0.493,0.389
,Oklahoma,Coal,1.218,0.735,0.318,0.226,0.443,0.428
,Oklahoma,Comanche,2.584,0.666,0.312,0.538,0.462,0.354
,Oklahoma,Cotton,1.86,0.683,0.188,0.271,0.422,0.391
,Oklahoma,Craig,6.09,0.607,0.15,0.369,0.619,0.529
,Oklahoma,Creek,3.071,0.717,0.273,0.473,0.502,0.375
,Oklahoma,Custer,4.251,0.575,0.212,0.449,0.691,0.412
,Oklahoma,Delaware,2.099,0.562,0.257,0.459,0.407,0.381
,Oklahoma,Dewey,3.116,0.733,0.269,0.429,0.569,0.358
,Oklahoma,Ellis,2.967,0.728,0.288,0.346,0.634,0.409
,Oklahoma,Garfield,4.687,0.581,0.161,0.469,0.557,0.389
,Oklahoma,Garvin,3.309,0.623,0.168,0.408,0.49,0.342
,Oklahoma,Grady,3.236,0.641,0.247,0.464,0.578,0.357
,Oklahoma,Grant,2.516,0.701,0.302,0.32,0.693,0.353
,Oklahoma,Greer,1.71,0.599,0.199,0.169,0.606,0.378
,Oklahoma,Harmon,-0.986,0.614,0.256,0.077,0.325,0.303
,Oklahoma,Harper,2.964,0.657,0.287,0.341,0.696,0.415
,Oklahoma,Haskell,3.131,0.715,0.168,0.312,0.466,0.401
,Oklahoma,Hughes,1.638,0.601,0.2,0.288,0.474,0.344
,Oklahoma,Jackson,1.678,0.633,0.346,0.38,0.472,0.398
,Oklahoma,Jefferson,1.92,0.695,0.209,0.216,0.486,0.426
,Oklahoma,Johnston,2.151,0.685,0.221,0.331,0.383,0.43
,Oklahoma,Kay,5.864,0.761,0.179,0.437,0.555,0.458
,Oklahoma,Kingfisher,4.885,0.749,0.201,0.359,0.706,0.393
,Oklahoma,Kiowa,2.918,0.68,0.279,0.32,0.711,0.386
,Oklahoma,Latimer,2.248,0.532,0.191,0.319,0.47,0.42
,Oklahoma,Le Flore,2.851,0.436,0.236,0.548,0.393,0.533
,Oklahoma,Lincoln,4.431,0.745,0.206,0.402,0.632,0.372
,Oklahoma,Logan,3.181,0.675,0.21,0.392,0.511,0.384
,Oklahoma,Love,1.989,0.614,0.236,0.294,0.502,0.405
,Oklahoma,Major,2.479,0.627,0.206,0.288,0.665,0.302
,Oklahoma,Marshall,1.521,0.568,0.237,0.309,0.415,0.405
,Oklahoma,Mayes,4.002,0.584,0.18,0.495,0.487,0.389
,Oklahoma,McClain,3.727,0.686,0.24,0.433,0.639,0.363
,Oklahoma,McCurtain,3.334,0.487,0.157,0.478,0.345,0.458
,Oklahoma,McIntosh,3.487,0.638,0.171,0.376,0.439,0.434
,Oklahoma,Murray,4.068,0.641,0.153,0.331,0.598,0.373
,Oklahoma,Muskogee,4.355,0.572,0.201,0.497,0.529,0.474
,Oklahoma,Noble,4.963,0.682,0.161,0.366,0.58,0.432
,Oklahoma,Nowata,3.127,0.751,0.191,0.26,0.553,0.413
,Oklahoma,Okfuskee,2.791,0.712,0.145,0.298,0.428,0.379
,Oklahoma,Oklahoma,0.868,0.564,0.783,0.575,0.522,0.264
,Oklahoma,Okmulgee,4.724,0.642,0.134,0.368,0.513,0.406
,Oklahoma,Osage,7.378,0.683,0.177,0.503,0.501,0.644
,Oklahoma,Ottawa,3.231,0.734,0.237,0.416,0.411,0.459
,Oklahoma,Pawnee,5.848,0.74,0.126,0.346,0.516,0.431
,Oklahoma,Payne,2.937,0.649,0.293,0.482,0.489,0.439
,Oklahoma,Pittsburg,4.262,0.59,0.193,0.522,0.556,0.369
,Oklahoma,Pontotoc,4.237,0.564,0.168,0.432,0.596,0.383
,Oklahoma,Pottawatomie,3.184,0.688,0.194,0.392,0.489,0.364
,Oklahoma,Pushmataha,4.008,0.654,0.139,0.389,0.412,0.41
,Oklahoma,Roger Mills,2.428,0.755,0.3,0.354,0.649,0.303
,Oklahoma,Rogers,4.186,0.749,0.291,0.501,0.545,0.496
,Oklahoma,Seminole,2.142,0.672,0.18,0.272,0.511,0.344
,Oklahoma,Sequoyah,3.207,0.499,0.156,0.439,0.414,0.414
,Oklahoma,Stephens,3.337,0.615,0.157,0.376,0.521,0.336
,Oklahoma,Texas,4.574,0.623,0.205,0.483,0.554,0.459
,Oklahoma,Tillman,2.456,0.662,0.171,0.257,0.476,0.412
,Oklahoma,Tulsa,1.117,0.679,0.832,0.628,0.486,0.301
,Oklahoma,Wagoner,3.678,0.646,0.235,0.498,0.466,0.445
,Oklahoma,Washington,2.702,0.694,0.223,0.32,0.561,0.371
,Oklahoma,Washita,3.242,0.659,0.239,0.331,0.699,0.375
,Oklahoma,Woods,3.845,0.667,0.173,0.347,0.625,0.342
,Oklahoma,Woodward,6.006,0.598,0.147,0.484,0.672,0.351
,Texas,Texas,2.835,0.577,0.223,0.377,0.459,0.403
,Texas,Anderson,4.889,0.557,0.138,0.475,0.412,0.461
,Texas,Andrews,2.048,0.486,0.108,0.339,0.349,0.352
,Texas,Angelina,3.534,0.515,0.195,0.516,0.448,0.441
,Texas,Aransas,3.07,0.573,0.18,0.334,0.404,0.522
,Texas,Archer,5.967,0.603,0.123,0.431,0.603,0.361
,Texas,Armstrong,0.55,0.57,0.33,0.203,0.462,0.354
,Texas,Atascosa,6.983,0.587,0.091,0.451,0.41,0.436
,Texas,Austin,5.903,0.594,0.111,0.42,0.535,0.379
,Texas,Bailey,0.779,0.538,0.236,0.241,0.405,0.367
,Texas,Bandera,6.551,0.565,0.085,0.373,0.529,0.387
,Texas,Bastrop,1.739,0.493,0.291,0.524,0.465,0.293
,Texas,Baylor,0.635,0.404,0.135,0.134,0.44,0.403
,Texas,Bee,7.086,0.773,0.102,0.351,0.413,0.484
,Texas,Bell,1.036,0.281,0.496,0.68,0.447,0.463
,Texas,Bexar,1.156,0.261,0.53,0.884,0.521,0.391
,Texas,Blanco,1.374,0.238,0.237,0.351,0.691,0.438
,Texas,Borden,0.417,0.665,0.139,0.133,0.386,0.396
,Texas,Bosque,6.477,0.586,0.114,0.423,0.554,0.424
,Texas,Bowie,2.191,0.488,0.312,0.519,0.458,0.454
,Texas,Brazoria,2.694,0.662,0.602,0.776,0.524,0.549
,Texas,Brazos,1.739,0.497,0.323,0.531,0.426,0.357
,Texas,Brewster,5.862,0.642,0.151,0.36,0.59,0.511
,Texas,Briscoe,2.225,0.678,0.237,0.289,0.529,0.394
,Texas,Brooks,-0.129,0.557,0.27,0.228,0.165,0.408
,Texas,Brown,3.701,0.535,0.159,0.414,0.578,0.35
,Texas,Burleson,4.754,0.647,0.128,0.337,0.511,0.42
,Texas,Burnet,4.301,0.585,0.203,0.431,0.596,0.477
,Texas,Caldwell,2.825,0.465,0.138,0.403,0.509,0.312
,Texas,Calhoun,2.808,0.505,0.217,0.435,0.429,0.49
,Texas,Callahan,3.683,0.564,0.159,0.384,0.537,0.389
,Texas,Cameron,4.001,0.575,0.334,0.702,0.384,0.69
,Texas,Camp,1.03,0.623,0.278,0.244,0.467,0.362
,Texas,Carson,2.129,0.762,0.468,0.38,0.635,0.426
,Texas,Cass,2.324,0.565,0.206,0.38,0.402,0.425
,Texas,Castro,1.56,0.558,0.203,0.233,0.324,0.533
,Texas,Chambers,1.567,0.615,0.571,0.511,0.44,0.5
,Texas,Cherokee,4.782,0.528,0.133,0.506,0.393,0.441
,Texas,Childress,0.866,0.375,0.198,0.239,0.481,0.356
,Texas,Clay,8.308,0.662,0.108,0.413,0.674,0.38
,Texas,Cochran,-0.606,0.487,0.247,0.03,0.396,0.339
,Texas,Coke,0.272,0.594,0.102,0.27,0.228,0.357
,Texas,Coleman,2.797,0.7,0.133,0.229,0.501,0.38
